mean,std,rms,skewness,kurtosis,max,min,ptp,crest_factor,shape_factor,impulse_factor,clearance_factor,spectral_mean,spectral_variance,spectral_skewness,spectral_kurtosis,spectral_entropy,peak_frequency,low_band_power,fft_rms,welch_peak_frequency,welch_entropy,file_name
-0.0023101120233056617,0.6882429763721265,0.6882468533477824,-0.026033739507086425,1.6745395876106297,3.65631375412,-3.76621180472,7.42252555884,5.312503408231484,1.2908592721195333,6.857694282692197,8.164670636342056,25.576497356638434,315.041793587104,2.082420907355129,8.431202423341611,9.70264692668784,8175.0,461.3320561579215,31.13196123955632,9000.0,6.488246222462088,B500.mat
-0.0056917696530029305,0.6846366582132472,0.6846603172458482,0.003425880662141706,1.7617660988814672,3.65631375412,-3.76621180472,7.42252555884,5.340332515286918,1.2897244430003005,6.887557378724875,8.178439224088466,25.248552770118476,321.66249262480494,2.2581556632049775,10.179693373390975,9.692695266752619,8200.0,429.31784473516535,30.970177745861623,8200.0,6.465739718116209,B500.mat
-0.00595852751490723,0.6427770525514381,0.6428046696601233,0.00357505327732375,0.2746843084116568,2.50870258347,-2.8656316428400004,5.37433422631,3.9027448023869353,1.2537491847150934,4.893063114151301,5.740990942466389,23.16370311744657,309.37667740711976,2.4858226033461035,15.598755403387226,9.649798532728362,8175.0,462.25986288756485,29.08494145636748,8200.0,6.38893339206837,B500.mat
-0.0028920295909619165,0.626522879021192,0.6265295537898895,0.001120685319717732,0.1888985725153085,2.50870258347,-2.8656316428400004,5.37433422631,4.004124894493492,1.252184195436991,5.013901909448562,5.904495508362878,22.75883111499659,285.6257982625465,2.3267095738299823,11.545090636340463,9.66519301429987,8175.0,458.2668164900629,28.3476664292404,8200.0,6.468793016969291,B500.mat
-0.0018802226825244146,0.6455812088648903,0.6455839468859097,-0.0607682033464069,0.7559792317247069,3.02989954388,-3.66545709773,6.69535664161,4.6932696491146855,1.2580232761710213,5.904242459942421,6.9734712189675845,23.883829230700936,282.3503919059125,2.4953449917399144,15.143892342865488,9.69931202092815,8175.0,466.8702451675856,29.202528839591903,8200.0,6.499431312399654,B500.mat
-0.004448482265898437,0.7682058437861495,0.7682187236859435,0.28678117534594855,17.59937757449745,8.17822304518,-8.11753247044,16.29575551562,10.645696066778898,1.3828853998316293,14.721777661812702,17.60177139565965,27.898513055388225,429.3824680829587,2.196531667975055,9.18994796781893,9.666681637489706,8175.0,536.9784264761349,34.75211502606173,8200.0,6.338526481648119,B500.mat
-0.005194150475009762,0.7526339409081675,0.752651863882709,0.3569416733480298,18.768187480229333,8.17822304518,-8.11753247044,16.29575551562,10.865877622331382,1.3824057395435498,15.021051590308682,17.97144947872146,27.338963788724488,411.69792153814024,2.15944305281401,7.362352758328809,9.67001417916206,8175.0,550.3133499364101,34.04580535953481,8200.0,6.275785029421268,B500.mat
-0.003967494151962887,0.6531045938444258,0.6531166446436182,0.06128948480634314,0.3054373137729933,2.78357571403,-2.65922074738,5.4427964614099995,4.261988630751607,1.255765135324347,5.352056729654815,6.311031015526487,24.00681226526223,296.490708738909,2.653016114769821,15.420801605346178,9.693771067384198,8175.0,518.0354771525695,29.5434890268305,8200.0,6.433218133799226,B500.mat
-0.002443845186694334,0.6454747339005835,0.6454793602303064,0.04556739035434713,0.3095769841182112,2.78357571403,-2.65922074738,5.4427964614099995,4.312416299465425,1.2626899245696324,5.445244611893286,6.464228287367574,23.43692069398838,303.4356555093883,2.608664072118016,17.767121121848916,9.66614557297898,8175.0,478.14697433971617,29.201453852945217,8200.0,6.455922092837173,B500.mat
-0.005560054721479491,0.653798715230223,0.6538223567951742,-0.039320854655216265,0.27219857349842247,2.5603022591499998,-2.6696394437100004,5.22994170286,3.9158989173999155,1.2636304129222016,4.948248965963225,5.8626426604130195,23.66511293299702,314.6860100284565,3.040209962017373,21.78753867697979,9.67445295111344,8175.0,535.0738183091713,29.57572619835326,8200.0,6.388439259702378,B500.mat
