mean,std,rms,skewness,kurtosis,max,min,ptp,crest_factor,shape_factor,impulse_factor,clearance_factor,spectral_mean,spectral_variance,spectral_skewness,spectral_kurtosis,spectral_entropy,peak_frequency,low_band_power,fft_rms,welch_peak_frequency,welch_entropy,file_name
-0.5577312511949903,3.639822182062809,3.682304939246069,1.6588450434927882,84.63498902605127,51.15027322659,-51.12983698296,102.28011020955,13.890830355035408,2.112339903440331,29.34215525086948,40.06336771035817,125.45744598164173,12645.731221313708,2.221050374278586,9.027761727385633,9.525058366896442,0.0,2099.7814420920063,168.4793814493342,9200.0,5.978449327967347,IB500.mat
-0.5509820992795704,3.2689039632928245,3.315013483375001,-0.11674936132342034,40.32639009669608,34.40879381116,-39.78631522759,74.19510903875,10.379684421711064,1.8341795626250714,19.038205032806008,25.249489857387257,115.06426718360129,9866.170152274028,2.6198834984957498,13.701785876745632,9.575320308955922,0.0,2465.0487874292585,152.00643320193134,10600.0,6.160882968578718,IB500.mat
-0.5503915491567384,2.9949292105358474,3.045083222755008,-0.6582240492081004,45.308890235326125,32.5108231318,-39.78631522759,72.29713835939,10.676497406982357,1.801734172937587,19.236210225445966,25.289126387900527,104.24863732219458,8724.015731800626,2.8997249536744367,17.554666096586114,9.552811739635136,0.0,2366.881418849548,139.97069020096703,10600.0,6.101862763011089,IB500.mat
-0.5483978248179737,3.6548211455361987,3.6957350798080233,0.3165076768228172,87.36649764022877,51.15027322659,-51.12983698296,102.28011020955,13.840351681601915,2.0835127748472817,28.836549537004448,39.37379093982466,122.5876548609369,13533.84221542476,2.231595750546177,8.188487751417444,9.479669748811817,0.0,2565.8544265224696,169.00170217997493,10800.0,5.900914195084695,IB500.mat
-0.5405169062213477,3.8392951175373145,3.8771568868768984,0.4418085074245369,74.50216619017064,51.15027322659,-51.12983698296,102.28011020955,13.192727227445015,2.0645847986813517,27.23750408693958,37.18260982914167,129.91435399580223,14476.387698944149,2.2937803278871605,8.144269602251521,9.508794033319436,0.0,2513.404016437471,177.07096620589937,10800.0,5.944191208890391,IB500.mat
-0.5337117587902687,3.2664430858209585,3.309758099072883,0.8395223963935844,81.05196006475948,45.55751825592,-51.12983698296,96.68735523888,13.764606624474348,1.98848954815219,27.37077640720191,36.65364939508644,114.67337502986027,9845.918373015978,2.3727209197080197,11.291199858180063,9.561656889734177,0.0,2377.695558918476,151.6439953105792,10600.0,6.176191974197252,IB500.mat
-0.5293210298791016,3.3202368880315705,3.3621650383819413,0.7005761743711096,76.22221706590817,45.55751825592,-51.12983698296,96.68735523888,13.550054127572285,1.9994130587321075,27.09215516920298,36.73197420218576,113.77620144976382,10758.652139351967,2.4402310681200676,10.940950865402689,9.52181208040912,0.0,2257.453208846857,153.95998231907276,9000.0,6.082701391450154,IB500.mat
-0.5228194030880029,3.6132272092347035,3.6508562000987244,0.16177679682452326,56.99095482129511,44.023470383710006,-51.12983698296,95.15330736667,12.058396159922017,1.9974506163380712,24.086050841691463,33.08771001329303,118.74108885137593,13733.944460318115,2.4691516530493973,9.100572293871732,9.4617488633867,0.0,2176.3105693374255,166.833421837258,9000.0,5.877401284418643,IB500.mat
-0.5168123502666406,3.3938575591949487,3.432981814325969,0.1388957703696637,68.0643431089173,44.023470383710006,-51.12983698296,95.15330736667,12.823682956893478,1.9710921683413756,25.276661045632874,34.00380909179191,111.10435263554862,12315.548516997229,2.377373579783766,8.96117306126025,9.437963398538582,0.0,2424.00098576038,157.0341545383092,9000.0,5.867446240314747,IB500.mat
-0.5183874700979589,3.5611311708058087,3.5986637498993033,0.8587946167870851,89.39345211872835,51.15027322659,-51.12983698296,102.28011020955,14.213685073524044,2.052699689916485,29.17642694300148,39.50882034060275,122.45472290504031,12052.979400957624,2.0277999681804446,7.233880136695426,9.515632088643736,0.0,2417.5281328621663,164.4631830006577,10800.0,5.97573196759578,IB500.mat
