mean,std,rms,skewness,kurtosis,max,min,ptp,crest_factor,shape_factor,impulse_factor,clearance_factor,spectral_mean,spectral_variance,spectral_skewness,spectral_kurtosis,spectral_entropy,peak_frequency,low_band_power,fft_rms,welch_peak_frequency,welch_entropy,file_name
-0.006923804950947262,0.38287837002714853,0.382940968439843,-0.0482322337967135,0.48956431433928804,1.7418280084300002,-1.54836459146,3.29019259989,4.548554873932428,1.2733407783817121,5.791860403700172,6.88746445114745,14.098244484007022,101.41028608946819,1.6047479007855576,4.187513554258841,9.66978030228498,10525.0,389.53025611636775,17.32543747269611,10600.0,6.46886270175769,IO500.mat
-0.006639335467216797,0.3687189599735447,0.3687787307036819,-0.029790741456976633,0.43848420088175466,1.7418280084300002,-1.54836459146,3.29019259989,4.723233373848929,1.2725128900368992,6.010375350891532,7.1527444040330534,13.445699412879096,97.59344391901124,1.6312033616657229,4.013206240749949,9.654185074990915,9225.0,348.020734571228,16.684731841432413,10600.0,6.4527964594777565,IO500.mat
-0.004660622844228515,0.37350770320661647,0.3735367796616259,0.025718796070988405,0.38282844171083985,1.31146086465,-1.82843182926,3.13989269391,3.5109283370555806,1.268820445360789,4.4547376562646015,5.286203321567644,13.509846827180352,103.02127276049964,2.063360407149145,8.161978552835789,9.652938660522516,10675.0,260.6059924246369,16.897847024232842,10600.0,6.362737401248735,IO500.mat
-0.005964168443203123,0.3908794659063299,0.3909249648876836,-0.0749591573615109,0.8134431288381019,1.6607828656499999,-1.8882311225900001,3.54901398824,4.248341791430256,1.278899927578137,5.433204009401225,6.446772644649585,14.02244384328484,116.12882700230129,2.225595638387955,10.134151829309637,9.641382062153045,10675.0,290.14750108430917,17.684958533747775,10600.0,6.272739330897498,IO500.mat
-0.0055265842213427716,0.39423268182594545,0.3942714173673166,-0.1285274449277131,0.779419300896012,1.6607828656499999,-1.8882311225900001,3.54901398824,4.212283195001544,1.2852854026511533,5.413986102381978,6.459273878903776,14.229439670636213,115.64068781035705,2.1761839323557397,7.607367321584254,9.657561209346976,10950.0,298.132437834159,17.83585268919411,10400.0,6.342134327142886,IO500.mat
-0.005633476091621092,0.3934763730082955,0.39351669871637995,-0.00652468207965239,0.389290441626609,1.47464849681,-1.5131641510800002,2.9878126478900002,3.747359391904939,1.2673147982299384,4.74908401165914,5.6190034346540205,14.283900809170921,112.88209815741625,2.150183382477563,8.176610036789748,9.66297114914863,10950.0,286.5610085293704,17.80202012367276,11000.0,6.294519818554849,IO500.mat
-0.00493110163508789,0.3994455633882376,0.3994759991212014,-0.07350986085980049,0.3361313522854883,1.47464849681,-1.6059265169999999,3.08057501381,3.6914570588730133,1.2620406947878025,4.658769031371098,5.500516650528298,14.528754675214437,115.46946525319237,1.8776844129769206,5.995615448203813,9.658279912534654,10750.0,261.87013270849735,18.070810099875374,10800.0,6.374897433354565,IO500.mat
-0.005100040739877928,0.4014521989969934,0.40148459309800427,-0.20629859894438857,0.4335792977193056,1.34772207341,-1.7162159466700002,3.06393802008,3.3568463063728524,1.2738074679028943,4.275975893670637,5.079057833936908,14.428354486598414,121.67126782983425,1.7820883171848274,4.786793547069105,9.635463713007201,9450.0,249.14791214588394,18.16173672920018,10600.0,6.362604614406781,IO500.mat
-0.005776615763408202,0.38278723463887765,0.382830819412645,-0.06553669280788131,0.4107851300491241,1.3718758913500002,-1.7162159466700002,3.0880918380200004,3.5835043099487285,1.273602006687452,4.563958280135755,5.429988975751935,13.553581341499457,116.233765355895,2.1991315528018194,8.268888333526693,9.621185719200195,10625.0,300.49077702337985,17.318583444858795,10600.0,6.338970796473285,IO500.mat
-0.0036782023443066407,0.37875952491624537,0.3787773843397538,0.08748601354134528,0.8099280714822381,1.92590180421,-1.80269295512,3.72859475933,5.084521631517024,1.2826196623513377,6.521507418251655,7.791160424043764,13.977662509328578,98.20057300357368,1.8764635985373908,5.7835075051433655,9.68712669063147,10525.0,328.05196804354426,17.13404862337747,10600.0,6.47359489204783,IO500.mat
