mean,std,rms,skewness,kurtosis,max,min,ptp,crest_factor,shape_factor,impulse_factor,clearance_factor,spectral_mean,spectral_variance,spectral_skewness,spectral_kurtosis,spectral_entropy,peak_frequency,low_band_power,fft_rms,welch_peak_frequency,welch_entropy,file_name,label
-0.0023101120233056,0.6882429763721265,0.6882468533477824,-0.0260337395070864,1.6745395876106297,3.65631375412,-3.76621180472,7.42252555884,5.312503408231484,1.290859272119533,6.857694282692197,8.164670636342056,25.576497356638438,315.041793587104,2.082420907355129,8.431202423341611,9.70264692668784,8175.0,461.3320561579215,31.13196123955632,9000.0,6.488246222462088,B500.mat,0
-0.0056917696530029,0.6846366582132472,0.6846603172458482,0.0034258806621417,1.7617660988814672,3.65631375412,-3.76621180472,7.42252555884,5.340332515286918,1.2897244430003003,6.887557378724875,8.178439224088466,25.24855277011848,321.66249262480494,2.258155663204977,10.179693373390975,9.69269526675262,8200.0,429.31784473516535,30.970177745861623,8200.0,6.465739718116209,B500.mat,0
-0.0059585275149072,0.6427770525514381,0.6428046696601233,0.0035750532773237,0.2746843084116568,2.50870258347,-2.8656316428400004,5.37433422631,3.9027448023869353,1.2537491847150934,4.893063114151301,5.740990942466389,23.16370311744657,309.37667740711976,2.4858226033461035,15.598755403387226,9.649798532728362,8175.0,462.2598628875649,29.08494145636748,8200.0,6.38893339206837,B500.mat,0
-0.0028920295909619,0.626522879021192,0.6265295537898895,0.0011206853197177,0.1888985725153085,2.50870258347,-2.8656316428400004,5.37433422631,4.004124894493492,1.252184195436991,5.013901909448562,5.904495508362878,22.75883111499659,285.6257982625465,2.3267095738299823,11.545090636340465,9.66519301429987,8175.0,458.2668164900629,28.3476664292404,8200.0,6.468793016969291,B500.mat,0
-0.0018802226825244,0.6455812088648903,0.6455839468859097,-0.0607682033464069,0.7559792317247069,3.02989954388,-3.66545709773,6.69535664161,4.6932696491146855,1.2580232761710213,5.904242459942421,6.9734712189675845,23.883829230700936,282.3503919059125,2.4953449917399144,15.143892342865488,9.69931202092815,8175.0,466.8702451675856,29.202528839591903,8200.0,6.499431312399654,B500.mat,0
-0.0044484822658984,0.7682058437861495,0.7682187236859435,0.2867811753459485,17.59937757449745,8.17822304518,-8.11753247044,16.29575551562,10.645696066778898,1.3828853998316293,14.721777661812702,17.60177139565965,27.898513055388225,429.3824680829587,2.196531667975055,9.18994796781893,9.666681637489706,8175.0,536.9784264761349,34.75211502606173,8200.0,6.338526481648119,B500.mat,0
-0.0051941504750097,0.7526339409081675,0.752651863882709,0.3569416733480298,18.768187480229333,8.17822304518,-8.11753247044,16.29575551562,10.865877622331382,1.3824057395435498,15.021051590308682,17.97144947872146,27.338963788724488,411.6979215381402,2.15944305281401,7.362352758328809,9.67001417916206,8175.0,550.3133499364101,34.04580535953481,8200.0,6.275785029421268,B500.mat,0
-0.0039674941519628,0.6531045938444258,0.6531166446436182,0.0612894848063431,0.3054373137729933,2.78357571403,-2.65922074738,5.44279646141,4.261988630751607,1.255765135324347,5.352056729654815,6.311031015526487,24.00681226526223,296.490708738909,2.653016114769821,15.420801605346178,9.693771067384198,8175.0,518.0354771525695,29.5434890268305,8200.0,6.433218133799226,B500.mat,0
-0.0024438451866943,0.6454747339005835,0.6454793602303064,0.0455673903543471,0.3095769841182112,2.78357571403,-2.65922074738,5.44279646141,4.312416299465425,1.2626899245696324,5.445244611893286,6.464228287367574,23.43692069398838,303.4356555093883,2.608664072118016,17.767121121848916,9.66614557297898,8175.0,478.14697433971617,29.201453852945217,8200.0,6.455922092837173,B500.mat,0
-0.0055600547214794,0.653798715230223,0.6538223567951742,-0.0393208546552162,0.2721985734984224,2.56030225915,-2.6696394437100004,5.22994170286,3.915898917399916,1.2636304129222016,4.948248965963225,5.86264266041302,23.66511293299702,314.6860100284565,3.040209962017373,21.78753867697979,9.67445295111344,8175.0,535.0738183091713,29.57572619835326,8200.0,6.388439259702378,B500.mat,0
-0.0044855308113183,0.7081955702781841,0.7082097752419841,0.1776238820502115,3.034066604672147,5.3056500794,-3.93830623345,9.24395631285,7.491636327075056,1.309627319932316,9.81125160494874,11.699743750266364,25.98980521170903,350.78524959345884,3.043951532493083,24.514988567399094,9.691928384408415,8175.0,493.5089681937983,32.03521850301691,8200.0,6.456026172483785,B500.mat,0
-0.001828287444541,0.7008609728068916,0.7008633574662056,0.0997852382199257,3.983874971430379,5.3056500794,-4.67675953155,9.98240961095,7.570163317673886,1.321426375760297,10.003413476801622,11.983255031937272,25.92544787002835,332.9257622241124,2.44311773770661,12.433356075273275,9.700410228805632,8200.0,475.80952299740034,31.70259625780939,8200.0,6.487717573055841,B500.mat,0
-0.0043982318645458,0.671833271831934,0.6718476684367785,-0.081207170804449,1.9200881403858547,3.66660442668,-4.67675953155,8.34336395823,5.457493713129666,1.2919901846179436,7.051028309988158,8.404777622398049,24.25790764490137,335.51187059965133,2.880988216915197,19.941417663849865,9.664635876376542,8175.0,458.7942256497661,30.39667669183945,8200.0,6.358777781962471,B500.mat,0
-0.0036608836525781,0.6704491014594255,0.6704590962294931,0.0747025694286627,0.5768767470280474,3.66660442668,-2.88709086524,6.55369529192,5.468796601156829,1.2575673602128532,6.877380105268076,8.07912093038186,24.309973810570877,328.8164564449152,2.9919614930759764,21.804253103188604,9.674715841682882,8175.0,514.1190192467727,30.328060985093607,8200.0,6.3894272413781,B500.mat,0
-0.0029829423039355,0.6787079656515888,0.6787145206813442,-0.1019360333180235,1.867296742386917,4.307790141430001,-4.54426712234,8.85205726377,6.346983908785646,1.2632295285628905,8.017697490903357,9.396314461814836,24.49178319081181,342.6722039213688,3.2227288134486884,25.016806363478302,9.668302254068662,8175.0,569.5254802250745,30.70048285918482,8200.0,6.393262051758121,B500.mat,0
-0.0047173893363671,0.7683858594359295,0.768400340150395,-0.0220814177843687,11.42031608611695,6.28116072495,-8.01155927073,14.29271999568,8.174333608067439,1.3642777160354356,11.15206118494046,13.349764364459023,28.22886893404626,411.5143970558496,2.088854267939184,6.76751306619367,9.69226935000512,8175.0,562.731146810088,34.76181005574094,8200.0,6.456678625790258,B500.mat,0
-0.0018779752414355,0.7456792545889489,0.7456816194029043,0.0713934535287823,11.979653206278767,6.28116072495,-8.01155927073,14.29271999568,8.42338145597734,1.3671371119932276,11.515917396957612,13.859022902865703,27.332246604554296,390.66508485658335,2.155288388603153,7.382021598242925,9.685443743983315,8175.0,528.2748872830236,33.73005765350474,8200.0,6.47666863154939,B500.mat,0
-0.0021547677045459,0.6383169077633869,0.6383205446799223,-0.0043786231854956,0.9290833539615306,3.10565913387,-3.5602947152300004,6.665953849100001,4.865359825481456,1.2827012390462424,6.240803076560652,7.439432471786643,23.24205380943896,293.6100486083608,2.58104939647498,15.191089596127782,9.673889059664962,8175.0,467.9015736740493,28.87564915095792,8200.0,6.467622365025581,B500.mat,0
-0.0037957241644238,0.6264693744677559,0.6264808733456703,0.0149213893730974,0.3538238583246262,2.32088561651,-2.5112435583700004,4.83212917488,3.704639224038548,1.2707958092602545,4.70784000073686,5.594155816649355,23.16127469897336,266.6660699370002,1.999135124532114,8.549537041815785,9.685366582089916,8175.0,519.1233643745668,28.339208097939217,8200.0,6.54207381476219,B500.mat,0
-0.0011570288843017,0.7011821406939905,0.7011830953068152,-0.1668619390744615,6.69355371847735,6.112876527470001,-6.14683819335,12.25971472082,8.717946237403918,1.332141178340909,11.613535173424513,13.9669431644292,25.841412326907022,338.4442512756384,1.6225276500407713,3.939478812946195,9.677158495823608,9225.0,481.098622015891,31.72101578330777,9200.0,6.4936843824143065,B500.mat,0
-0.0031095937953369,0.7557895897393188,0.7557959867132795,-0.0619539909795548,8.089543421803011,6.112876527470001,-6.14683819335,12.25971472082,8.087998130348511,1.368014026332158,11.064494887279672,13.428824412158413,27.67085559572389,403.7480262607056,1.897629382938058,5.2611296419095925,9.67545306926508,8175.0,466.3491677766469,34.19684598994635,9200.0,6.449262826281464,B500.mat,0
-0.0036957740592041,0.7089928014737357,0.7090024339080033,0.0504288114228056,4.801732457426197,5.162952346810001,-5.01418751468,10.17713986149,7.281995237089184,1.325324698482657,9.65100814196098,11.56896736119107,26.311035090256013,336.3976677561156,1.7496569601236005,4.949180569419136,9.693064959277358,8200.0,497.5792683220509,32.07285823366541,8200.0,6.487904718488338,B500.mat,0
-0.0004873360909667,0.664090180800105,0.6640903596134955,-0.0276124118355757,0.8344659254502189,2.5942895219,-3.87544656238,6.46973608428,3.906530917578724,1.2743748754621758,4.978384851586022,5.896334735842692,24.63464767712523,295.5674801244564,1.9086012658441287,7.318740468092759,9.693961574452592,8175.0,532.323823160507,30.040528395827995,8200.0,6.512675078692464,B500.mat,0
0.0006184942270507,0.646912619697727,0.6469129153597761,0.0391857624731591,0.2967991705333457,2.5942895219,-2.5270453494100003,5.12133487131,4.010260825374299,1.2721044523771756,5.101470651160298,6.078553038080829,23.814524168881604,289.1160951292655,2.272515560943197,12.002629919882605,9.685637626072252,8175.0,586.0114556399759,29.26170973336164,8200.0,6.491735399593554,B500.mat,0
-0.000872446284331,0.6607146160842254,0.6607151920985656,-0.0953661751916202,1.365297407226893,2.27577247851,-3.77992254085,6.05569501936,3.4444076747777514,1.2901371768149708,4.4437583933443126,5.320964084850867,24.17310786468873,308.8378713401278,2.434448988300037,14.443013845277942,9.676154192337938,8175.0,559.3536337656512,29.886067241743337,8200.0,6.526320843313913,B500.mat,0
-0.00287054941229,0.6829281694522705,0.6829342023104111,0.2401233966630929,3.663058897730446,4.80511371692,-3.77992254085,8.58503625777,7.03598340902674,1.3076668221964742,9.200722065522587,10.98966904790358,25.32586431753123,313.0877409461101,2.0440512028276303,8.289729139935364,9.695168592751138,8175.0,520.7515524299267,30.894775357268934,8200.0,6.589655512803832,B500.mat,0
-0.0016618458272656,0.6810938286695701,0.6810958560902624,0.3490298533882522,3.214957024727971,4.80511371692,-3.37467244147,8.17978615839,7.054974235926268,1.3057148959596478,9.211784950473987,10.982897826968284,25.151324037388186,316.59356542143,2.35002460847891,11.688839426708649,9.693738677455126,8175.0,575.638035258183,30.808808257625454,8200.0,6.492648656616314,B500.mat,0
0.0006956514098632,0.6693911670215799,0.6693915284924037,-0.0772430700681265,1.0076270776663323,2.90001638103,-3.843123608640001,6.74313998967,4.33231712321943,1.2777189152423247,5.535483535173949,6.582660808834992,24.240547446441827,329.194934575266,2.702953102745329,17.601902074823336,9.665046865335434,8175.0,529.4686077651644,30.278690114971347,8200.0,6.325596086318136,B500.mat,0
0.0008438932194335,0.6469060601799941,0.6469066106118935,-0.1502942109971435,0.5266831788699666,1.98469519649,-3.843123608640001,5.827818805130001,3.067977918187691,1.259222721379601,3.863267503278799,4.5673862223244175,23.26567090820323,315.08843155509885,2.5779251213943475,15.62198515015562,9.65057788686422,8175.0,500.7954864515857,29.263968875802085,8200.0,6.412288074832526,B500.mat,0
0.0019733916223486,0.643383663271089,0.6433866896654151,-0.0677951319943161,0.2351269697291451,2.28974535855,-2.6097913794200003,4.89953673797,3.5588945113819395,1.2587786646484125,4.479860480668885,5.282419491833071,23.50882365601825,294.34830205833435,2.498579286734447,13.237677374771376,9.681376850700833,8175.0,610.4141871509177,29.1034893397355,8200.0,6.470020245163102,B500.mat,0
0.0015231294513525,0.6976936945748909,0.6976953571386919,0.3075383476163649,4.553142196497985,5.4789272039100005,-4.7951815188,10.27410872271,7.852893312020442,1.3081364414887189,10.272655912591706,12.217244862961376,25.4358082667313,349.0490608577514,2.4060335954905088,12.04082835278314,9.676837347792638,8175.0,584.961979466205,31.559933508162963,8200.0,6.401661076137064,B500.mat,0
-0.0012906519081933,0.6990300791956162,0.6990312706900726,0.3366564450516349,4.536477681273628,5.4789272039100005,-4.7951815188,10.27410872271,7.83788570501782,1.3108282671652722,10.274122136962664,12.252716593927742,25.049602083281943,372.3351220116744,2.647540975209812,14.38819318182476,9.65298401115617,8175.0,499.515661001955,31.619893841416317,8200.0,6.314413331697957,B500.mat,0
0.0001397297402587,0.6511535778365231,0.6511535928286853,0.0203162248866222,0.3492146910613756,2.43113846796,-2.43210048303,4.8632389509900005,3.733586813819339,1.2699902555279865,4.741618871725624,5.633170992126009,23.566818409724352,312.5406785925573,3.0001898713872435,21.448099006524497,9.671004972807427,8175.0,435.6793600251031,29.46074691092335,8200.0,6.402500769853192,B500.mat,0
0.0003450863209179,0.6491284874844301,0.6491285792109239,0.0161022932826047,0.2177517232748749,2.28260650928,-2.43210048303,4.71470699231,3.516416596618198,1.26520628922625,4.448992393587763,5.281264086529717,23.814847328265486,295.72505387302544,2.5102283327793518,17.012587004605052,9.679203375699975,8175.0,509.4723733729064,29.37468309857349,8200.0,6.516352888326068,B500.mat,0
0.000661409933247,0.6403367091813931,0.6403370507696362,-0.0996044034440003,0.6761196323518921,2.11193253476,-3.0780169809,5.18994951566,3.29815763779141,1.2724342586862496,4.196688768880059,4.974961418159606,23.478763615929783,288.1451871565154,2.397165225202469,16.012200522092645,9.676127655919544,8175.0,569.0828684843491,28.972358000156348,8200.0,6.507570509221177,B500.mat,0
0.0037665638439209,0.6581289764866755,0.6581397546832962,-0.0377280949390823,1.038855474566204,2.85995713376,-3.0780169809,5.93797411466,4.345516455136335,1.2882142161207664,5.597956073901851,6.658485845265295,24.23925754450312,299.02128298311027,2.117638632038916,9.675049713182917,9.682262394460256,8175.0,587.5291714900976,29.775205948773245,8200.0,6.49895732854268,B500.mat,0
0.0039842590249951,0.6659788786429824,0.6659907965719516,0.0326086386908734,0.619937886139736,2.85995713376,-2.4154756820400003,5.2754328158,4.294289273180256,1.2840322244629712,5.514005807937399,6.593824955376756,24.178835318708884,323.0336635254597,3.206021938703392,26.34936207781983,9.676511560202012,8175.0,566.9950462118238,30.127225907718483,8200.0,6.45560270541185,B500.mat,0
